Aggression	Text
Кажется население начало что-то ПОДОЗРЕВАТЬ.   Мухосранск-100к.	1
Собственно, резюмируя - ястребы в совке придумывают хитрый план, реализуют, никто ничего не знает разве что разведки НАТО догадываются, пруфоф никаких нет, экономических последствий нет так как союз себя сам обеспечивает хотя и хреново. SORT OF WIN Ястребы в ресурсной федерации придумывают хитрый план - весь мир все видит, фотки танкеров постят на АИБ, санкции ебут нежно лелеемую ястребами оборонную промышленность и экономику. EPIC FAIL	1
>>>7531537 Блядь, с зарплаты еще задоначу в 79омбр киборгов. Это д блядь звери какие-то.	1
">>>7531814 Похоже, мы каждый о своем говорим.  Ты говорил о ""живительных санкциях"" в разговоре о методах на примерах 1940, 1973, 1982 и 2014 годов.  Я говорю, что ситуация в каждый из этих годов была своя, а уравнивать методы СССР 1973 года и России 2014 некорректно. Разумеется, в 1940 году никто детальные планы на 1982 не строил, на такой срок можно прогнозировать только в самых общих чертах. Но говорить о том, что в СССР, стране пятилеток, не было долгосрочного планирования, также нельзя. Да, элиты СССР не справились с реальностью, они не смогли ни в прогноз, ни в его реализацию, и этого государства больше нет, этих элит и их преемников также нет у власти. Но повторюсь, что сравнивать методы России и СССР некорректно: сейчас реагируют по ситуации, на пару лет вперед в лучшем случае, а когда прогноз не сработал, неясно, что делать. Все эти ""нас там нет"" и прочая пропагандистская хуета низкого пошиба - следствие общей, системной деградации управления в России: зачем заботиться о деталях, когда сам план не проработан, зато доступ к дуроскопу для внутреннего потребления не ограничен; но деградации по сравнению именно с СССР."	1
Я перестал к нему серьёзно относится после высеров про абамку-обезьянку))))и загнивающие штаты.Штаты у него никогда не были полноценным белым миром,охуеть вообще.Лучше просто подписаться на антимайдан	1
>>>7483106 нормальные поставки оружия и продукции другой. К тому же ты совсем забыла про австровенгрию, это страна должна была занять балканы, а рашка вообще нахуй не нужна им.	1
>>>7483943 Ты ничего кроме оскорблений не сказал, чтобы тебе возражать. Понравился так понравился, всем похуй.	1
>>>7484095 Ты его хуёво читаешь.	1
>>>7484161 Блядь, это гротеск, чтобы показать логику происходящего. Никто никаких премий естественно не организовывал. Никто никаких прямых приказов не отдаёт.	1
">>>7484235 Логика происходящего такова: ""Левиафан"" - один из лучших российских фильмов за последние дохуя лет. И ""мыслителю"", вместо того, чтобы сверкать лучами поноса, лучше было бы поразмышлять на тему того, почему же всё таки хорошее русское кино такое депрессивное."	1
"Кстати, откуда у Галковского деньги?  Заметил, что как только Галковский начинает писать о том в чем я более менее ориентируюсь (религия, христианство), так тут же начинается: элементарное незнание основ, штампы популярной литературы 19 века, незнание состояния современной науки по данной области, домыслы и так далее... Вот например в этом же посте кто-то в комментариях начинает возражать  Галковскому про ""сектантов"" и Дворкина, в нескольких пунктах опровергает его тезисы, на что ДЕГ отвечает: ""Да ты уголовник, епт, что лезешь?"".  Подозреваю, что специалист по политологии, истории и т.д., в общем человек действительно понимающий в своей области, сходу может опровергнуть большинство его идей. Но заявлены эти идеи с позиций инсайдера, а куда нам-то простым смертным?"	1
>>>7484733 Если человек получил аж степень, то мудаком быть никак не может и обязательно умён. Типичный совковый стереотип.	1
>>>7453468 Можем и устроим. Суть не в этом, а в том, что Навальный всё отменяет именно потому, что боится перерождения своего самого заебатого протеста в социальный.	1
>>>7452985 Что  значит отменил? Какое он право имеет приказывать? Будто все протесты должны только по его команде совершаться. Совсем охерел, как к рабам и скоту относится.	1
>>>7452985 Всё правильно сделал. Какая революция зимой, совсем охуели чтоли - зимой водомёт холодное оружие	1
>>>7470762 >>>7470762 Дабы у вас, 15 рублевых, работа была	1
>>>7529633 В инглиш не умею, капчую с трубы, что в статье кто ебанул по версии ОБСЕ?	1
>>>7529676 Пишут что ебашили с севера, северо-востока. Больше нихуя. Ну еще напислаи что у дыркарей появился аистенок, тпи очевидное невмешательство роисси лол.	1
Вообще вот если честно, то я как-то тоже стебался с фразочки ЗАТО У НАС НЕ СТРЕЛЯЮТ. Но бля после видео с Волновахи я просто охуел. Это ж какой-то ёбаный Heroes III просто. Метеоритный дождь нахуй. Или там с Донецка видео, где на горизонте хуярят бимбами вовсю, а народ спокойно себе ходит. Пиздец. У меня бы крыша поехала нахуй. Так что знаете, ЗАТО НЕ СТРЕЛЯЮТ всё же аргумент… Не смешно нихуя.	1
>>>7484440 Ты задаешь вопросы, которые начнешь понимать через несколько лет копания в этом дерьме, удачи.	1
>>>7471531 Блядь, там их 4 вообще-та... какой из?	1
>>>7473035 У них там национал-коммунизм, если взять именно корею северную. Там косметики просто нет, как и нет евреев, вообще. А так снеси штукатурку почти со всех тян и на половину хуй никогда не встанет. Без тех же теней они все выглядят крайне непривычно. Тем более, если тян всю жизнь косметикой не пользовалась - прыщи на ебале до 30 лет, желтый цвет кожи от хуевой еды, синяки под глазами и прочие веселия.	1
>>>7474558 Удвою, гарна дивчина, небось ебется как лошадь, до перелома таза.	1
>>>84860502 Да он же пиздец ебанутый.	1
>>>84860344 Отъебошил бы пидораса выебистого	1
>>>84859658 какого хуя он весь фиолетовый и с гнойно желтым пятном на спине?0_о мамаша крокодил по вене гнала чтоль	1
>>>84862357 Ньюфажина, они уже легенды, метнулись в ввысь	1
>>>85612191 Съеби в свою пещеру.	1
я сказал САЖИ	1
>>>85238638 А тебе, тварь, приятно, я смотрю.	1
>>>83914911 Ну ты и чухан.	1
>>>83915513 Хуедлено, мудак, соси мой хуй!	1
>>>83914911 нахуя тебе все это говно блядь? мне даже в гараже такие помои впадлу хранить, а ты каждый день на этот свинарник любуешься	1
>>>84873367 Поясняю как могу, кароч. Соц - это отрыжка бреда. Но это опасная отрыжка и только потому, что социоблядь-битард быстро осваивается в конфах и на сходках. Потом они решают толпой, что конфа для траллинга бредачика и начинают извлечение лулзов из создания трендов с биопроблемами. Они поддакивают, семенят и обращаются с хикке-битардами, как с животными или игрушками. У них получается добить до бамплимита почти любой тренд, а школьники думают, что это опять тянки кому-то дают, а им не хотят. Угадай, что потом делают школьники, когда им сука блять одиноко? Похуй, можешь не отвечать. Они идут в соц и все повторяется. Спокойной ночи.	1
Пиздец ты аутист нахуй	1
>>>85583016 Долбаеб считающий что знание связей в витчхаусе влияет на конечный продукт	1
>>>85583016 Так это он долбаёб же, а не я. Я привнесу новую волну лоу-фай звучания в вичхаус, а так же новую волну овердрайвнутых ударных и нойза с нотками олдскульных рейвов. Стена звука!	1
Парашники. 	1
В 2015м это говно ещё популярно?	1
>>>83914911 Ну ты и чухан.	1
>>>83915513 Хуедлено, мудак, соси мой хуй!	1
>>>83914911 Ну ты и чухан.	1
>>>83915513 Хуедлено, мудак, соси мой хуй!	1
>>>83914911 нахуя тебе все это говно блядь? мне даже в гараже такие помои впадлу хранить, а ты каждый день на этот свинарник любуешься	1
>>>84873367 Поясняю как могу, кароч. Соц - это отрыжка бреда. Но это опасная отрыжка и только потому, что социоблядь-битард быстро осваивается в конфах и на сходках. Потом они решают толпой, что конфа для траллинга бредачика и начинают извлечение лулзов из создания трендов с биопроблемами. Они поддакивают, семенят и обращаются с хикке-битардами, как с животными или игрушками. У них получается добить до бамплимита почти любой тренд, а школьники думают, что это опять тянки кому-то дают, а им не хотят. Угадай, что потом делают школьники, когда им сука блять одиноко? Похуй, можешь не отвечать. Они идут в соц и все повторяется. Спокойной ночи.	1
>>>85582954 Ну, давай. Жду. Хотя, судя по фото на оп пике долбоёба с витчаута, считающего, что террористы и чёрная одежда как-то связаны с витчхаусом - ничего хорошего ты не можешь сделать. 	1
>>>85583016 Долбаеб считающий что знание связей в витчхаусе влияет на конечный продукт	1
>>>85583016 Так это он долбаёб же, а не я. Я привнесу новую волну лоу-фай звучания в вичхаус, а так же новую волну овердрайвнутых ударных и нойза с нотками олдскульных рейвов. Стена звука!	1
>>>85583183 >>>85583183 Как же по ушам ебет. Весь вичхаус такая параша?	1
Парашники. 	1
В 2015м это говно ещё популярно?	1
>>>85587003 Я не наркоман, то что я делаю музыку для опущенцев, не означает, что я сам такой.	1
>>>85587566 Чому быдло? Поясни.	1
>>>85587635 Ой ну вас в пиздень, обколются своими солями и ябут потом друг дружку в жеппы. То ли дело у нас - вином/пивком разогнался и на пати. Пока проходку ждешь догнался чем хорошим и вперед, на танцпол, до утра.  А в других клубах чё щаз - пришел, педики какие-то сидят, быдлоохрана, которая себя охранять не может, шлюхи вальяжно ноги закидывают на диванах, дохуя секси типо. На танцполе никого, местный хмырь-дижей 10 треков уже месяц крутит, ладно хоть бит подгонять научился, под который 3 макаки на танцполе конвульсивно дергаются, да шлюхи толстожопые изображают из себя дохуя секси-леди.   Где драйв, где отдых, где атмосфера? Тьфу.	1
>>>85583628 невнятное попердывание.	1
>>>85589032 мм)) ммм)) декаданство)))) подштанники как полина порезал?)))) чтобы проветривалось??))	1
>>>85590325 вот блят иди нахуй) в 2019 году буит куча тредов где уже не школьники будут ныть по этим временам) когда показав щепотку тровы ты можешь поебать няшную вичуганку с запотевшим ливчиком и аутированным ебалом)))	1
>>>85590925 а это, по-твоему, что, эксперт хуев? 	1
>>>85595464 Да ты конформист, ваще не лезь. Слушаешь продажных петухов, ой все, уйди.	1
>>>85597769 Так он не фанат, сам ты мудак.	1
>>>85597475 я миксовать это имел неудовольствие ещё в 2011. а теперь те же пидоры, которые фкали, слушают это. какаю тебе в ротан. шифт нечем нажимать, твою еот за голову держу	1
>>>85598966 Нет сука, ты ещё точки не ставишь пиздюк.	1
>>>85599371 Это значит, что ты пидор.	1
>>>85602475 Иди лечись, везде пердеж слышишь.	1
Пользуясь случаем, хочу передать всем, что вы говно и музыка у вас говно. Спасибо.	1
>>>85603007 Нравится - слушай, просто теперь он будет знать, что слушает хайповое говно, которое однажды уже не прокатило.	1
Пиздец, столько ответвлений от каждого говна.	1
>>>85604190 Лэпфокс мьюзик можно вспомнить, но там хоть и разные очень стили, но звучат одинаково говняво.	1
То, блядь, допстеб, то, сука, вичхаус. Ебучее школие.	1
>>>85604711 Иди в вебм-тред, болезненный.	1
>>>85605192 Что ты знаешь об андегрунде EDM, говно?	1
>>>85582954 Ну, давай. Жду. Хотя, судя по фото на оп пике долбоёба с витчаута, считающего, что террористы и чёрная одежда как-то связаны с витчхаусом - ничего хорошего ты не можешь сделать. 	1
>>>85583016 Долбаеб считающий что знание связей в витчхаусе влияет на конечный продукт	1
>>>85583016 Так это он долбаёб же, а не я. Я привнесу новую волну лоу-фай звучания в вичхаус, а так же новую волну овердрайвнутых ударных и нойза с нотками олдскульных рейвов. Стена звука!	1
>>>85583183 >>>85583183 Как же по ушам ебет. Весь вичхаус такая параша?	1
Парашники. 	1
В 2015м это говно ещё популярно?	1
>>>85587003 Я не наркоман, то что я делаю музыку для опущенцев, не означает, что я сам такой.	1
Ну ка поясни мне, че за бичхауз и чому я должен слушать его, а не бодрый handsup, и отплясывать с грудастыми девчонками в бункере под дэнскор. Я весь внимание.	1
>>>85587566 Чому быдло? Поясни.	1
>>>85587635 Ой ну вас в пиздень, обколются своими солями и ябут потом друг дружку в жеппы. То ли дело у нас - вином/пивком разогнался и на пати. Пока проходку ждешь догнался чем хорошим и вперед, на танцпол, до утра.  А в других клубах чё щаз - пришел, педики какие-то сидят, быдлоохрана, которая себя охранять не может, шлюхи вальяжно ноги закидывают на диванах, дохуя секси типо. На танцполе никого, местный хмырь-дижей 10 треков уже месяц крутит, ладно хоть бит подгонять научился, под который 3 макаки на танцполе конвульсивно дергаются, да шлюхи толстожопые изображают из себя дохуя секси-леди.   Где драйв, где отдых, где атмосфера? Тьфу.	1
>>>85583628 невнятное попердывание.	1
>>>85590925 а это, по-твоему, что, эксперт хуев? 	1
>>>85595464 Да ты конформист, ваще не лезь. Слушаешь продажных петухов, ой все, уйди.	1
>>>85595204 Лютый кал, честно. Нет души, рандомный набор звуков, фл первый раз открыл?	1
>>>85597255 Я короче на ноуте буду врубать треканы, а вы орать - это наш лайв-проект будет. Ток не жируха, плиз.	1
>>>85597475 я миксовать это имел неудовольствие ещё в 2011. а теперь те же пидоры, которые фкали, слушают это. какаю тебе в ротан. шифт нечем нажимать, твою еот за голову держу	1
>>>85598966 Нет сука, ты ещё точки не ставишь пиздюк.	1
>>>85599371 Это значит, что ты пидор.	1
>>>85600968 Абсолютно. Куча годноты, в отличие от однообразного пердежа и скрипения заебавшего бростепа, и еще более однообразной долбежки каких-нибудь хардстайлов. Впервые за много лет годное направление в музыке, даже удивительно.	1
>>>85602045 Ну без мелодии, я имел в виду. Мне-то норм такое, а вот ему без мелодии видимо никак, для него это просто долбень.	1
>>>85602475 Иди лечись, везде пердеж слышишь.	1
Пользуясь случаем, хочу передать всем, что вы говно и музыка у вас говно. Спасибо.	1
>>>85603007 Нравится - слушай, просто теперь он будет знать, что слушает хайповое говно, которое однажды уже не прокатило.	1
>>>85604190 Лэпфокс мьюзик можно вспомнить, но там хоть и разные очень стили, но звучат одинаково говняво.	1
То, блядь, допстеб, то, сука, вичхаус. Ебучее школие.	1
>>>85604711 Иди в вебм-тред, болезненный.	1
У edm самый худший андерграунд из всей музыки, а все, кто этот андерграунд слушают - раковые дети.	1
>>>85605192 Что ты знаешь об андегрунде EDM, говно?	1
>>>85607116 Вудвэйв, как раз до пидорахии докатится	1
>>>85607311 kakoe je gavnishe	1
>>>84113467 пиздец, ты мудак еще раньше бампов начал сагать, тебе не лень отслеживать появление тренда и доебывать его обитателей, какой профит?	1
>>>84117269 блядь, а отец то где был, ты тупой? ну опиши что было вокруг	1
>>>84119623 ты ебанутая?	1
>>>84120734 Рисовал. И в ОСы пытался выйти. И Кастанеду читал. И мухоморы ел. Хорошо что я уже вырос из этой шизотерической хуеты.  	1
>>>84126734 Картография - это исследование, а осы - онанизм. Улавливаешь разницу?	1
>>>84129882 У тебя интеллект с мозгом, походу, не связан. Съеби и не маячь., кончеед.	1
>>>84130507 Адекватные люди &gt; сперма &gt; моча &gt; говно &gt; украина &gt; астральщики &gt; картографы сновидений	1
>>>84130951 Ты очень глупо выглядишь. Так что уёбывай сам. Лучше пни макаку в 	1
>>>84131018 Рот оффни, чмо.	1
>>>84131102 Я говорю рот закрой, клоун.	1
ТОПКЕК, пидарахи убегают от реальной жизни в сны, продолжая оставаться рабами	1
>>>84131216 ОС сорт астрального шизомагического говна. Так что в mg, фантазер!	1
>>>84131237 Ну так не кукарекай, я же тебе написал чтобы ты пасточку свою завалил.	1
>>>84131310  ОС сорт астрального шизомагического говна	1
>>>84131580 Саси, аутист.	1
>>>84131872 Сам заканчивай и пиздуй в магач. Ты скучный.	1
>>>84132423 >>>84132423 Уебывайате из моего треда, неверующие дауны. Блять ещё слово сука и каждый из вас не проснется завтра утром я нахуй отвечаю.	1
>>>84132780 Иди нахуй, манкрфтошкольник.	1
>>>84857942 Это Лёва, даун	1
>>>84861443 Нахуй пошёл! Я ненавижу физику.	1
">>>84861908 Уёбок ты, слово ""трудовик"" через ""О"" пишется. Вот оно, подросло поколение учителей-дегенератов"	1
Всегда мечтал об учителе-двачере, он бы спалил, что я капчую и мы бы вместе капчевали и травили понятные только нам стори. Но,увы, за 11 лет мне попадались только орущие пёзды.	1
>>>84870589 А если я этого быдла пошлю нахуй? Что мне будет? Посадят?	1
>>>84875257  Иди уже нахуй.	1
>>>84875257  А потом ты сука понаедешь в мою ламповую Россию чтобы тут работать официанткой или продавщицей. И черной магией еще будешь народ убивать. Подавись бульбой мразь	1
>>>85606399 ебать ты содомит, много много подливы	1
>>>85607662 ты ебанутый? ты че там делаешь?	1
>>>85607992 логово ленивого жиробаса	1
из-за ебаных этих тредов я начал ремонт в своей дыре и пробил сука проводку сажи вам гандоны	1
>>>85608312 Ебать ты лох.	1
Сейчас он увидит, что сынку сидит за комплюктером и на пидоров смотрит, да погонит тебя ссаными тряпками на парашу	1
>>>85606997 Ты по жизни хуем наказанный.  ОП	1
21 год сидел твой батяня, значит максималку впаяли, отморозок знатный выходит. Подствой какую нибудь хуйню чтобы его приняли. Найди травы подставь батяню.	1
Только что батяня меня выебал, говорит чаще ебать будет, очко то не разработанное.  ОП	1
Пидорки, завидуете? Во мне кровь сильного бандита, а вас петушиная моча течет.  ОП	1
>>>85607956 Мамку ебал?	1
>>>85608308 Отжали Карабах, отожмете и Двач? А вот хуй!	1
>>>85608537 Власть в твоих трусиках свергнута	1
>>>85609336 Теперь ты обосравшийся пидорас	1
>>>85609528 Если ему меньше 22, значит он ублюдок обыкновенный	1
Ебать пиздец полный ди нахуй	1
злые пидорашки	1
Кто на понтах на воле ходит, тот петухом сидел. Нормальные сидельцы лишний раз не будут кичится этим. Так что можешь понять батьку в попу.	1
>>>85610271 мамка твоя с остервенением с собаками резвится под хвост. а здесь все по-старому.	1
Пиздец, как меня прикалывают эти уебаны сиделые. Вот такой же опущенец подходит на вокзале, говорит, мол дай на опохмел - я только откинулся. Сука сидел значит в гадюшнике за беспредел, нихуя не делал, поролся с такими же пидорами в туза и жрал бесплатно, а теперь думает, что его с какого-то хуя все уважать должны. Мало того, что он самый настоящий биомусор, так ещё пытается на воле за понятия, что-то пиздеть и людям жизнь портить.	1
>>>85610941 дай бате тогда рулеточку крутануть. там и поймем, кто он по масти. а пока вы с батей гениталии незатейливые.	1
>>>85611224 Видно, нормально Пу твоего папку на кукан нахлобучил, что ты так часто Путлера поминаешь :3	1
ОП-хуй, чего слился-то? Пукан пригорел?	1
Я, блять, хуею уже с этих информационных хохлятских войн на сосаче. Уже, блять, треды от имени приблатненных чертей создают, чтобы путлера и русских почем свет поносить. Бля, скока же вам платят, в натуре?	1
>>>85238302 Хуйня муравьиная. Не хотеть.	1
Ты опять начинаешь ебучий шакал?	1
Ничего не имею против биопроблем и желания няшкаться, как и не имею ничего против того что ты это вот все тут ищешь (мне просто похуй), но есть одно замечание: нахуй забитых хикке-тян. Они наголову ебнутые, инфантильные ебанашки, блядь.  Если же ты имеешь ввиду просто необщительность тянки, то норм. Удачи.	1
Удалили вместо этого мой пост в /b/, где я указывал на нерелеватность ватного высера. Лол.	1
бамп  Какие борды и доски явно принадлежат кремляди?	1
>>>7762582 В укре всё ясно, пятнадцатирублёвый. А я говорю про нейтральную площадку.	1
>>>7762550 Да нет таких. Везде ольгинская плесень зато проникает. Даж тор, даж айтупи, даж к аллаху.	1
">>>7762743 Ты о каком таком анимешном сленге? Аниме это для криаклов.  А вот ""русофобский"" тред. "	1
>>>7762946 Спасибо, бро.  Скажи, а ты именно белорус в этническом отношении?  У меня за этот год развилась стойкая русофобия, хоть я и чистый русак, не понимаю, как люди по ту сторону границы могут ещё воспринимать нас представителями человеческой расы, этот пиздёж ватников просто выносит мозг.	1
все борды, которые не удалось уничтожить шитпостингом, засраны пропагандонами. это началось еще году в 10. аполитичная масса инфантилов на боброчане/ычане - самая благодатная почва для пропаганды, как бы странно это не звучало. в нынешних реалиях аполитичен - значит за воровскую власть.	1
>>>7762819 Кек, ньюфаг не палится. >>>7762819 О, годно, известный тред. Давно скачал методичку, но всё прокрастинирую заняться этой штукой. >>>7762819 Зайди. Рашку там традиционно хейтерят. Ну не знаю, в б/ сто лет не был, да и как-то проверять не хочется. А там два треда про политоту чтоле? Укро и рашко?	1
>>>7763283 Разве Калкин стал ватником, вроде всегда либерастом был.	1
>>>7763481 На сырнопараше все чистят, что не входит в манямир Мод-тян и сырняшек.	1
>>>7763526 Думаешь, это была ольгинская многоходовочка, или кукол просто купили в какой-то момент? Или они сами по себе искренние ватные мудаки? Как-то не верится, куклы довольно хитрожопы.	1
>>>7763540 В куклотредах несколько генераций сменилось, это если не считать ответвлений по доскам. Кого именно ты имеешь в виду? А так-то ручечен всегда был гнилью, безотносительно политических предпочтений.	1
Алсоу, в доброчановском рф ваты почти нет. Я там сижу по старой памяти, хотя уже не хикка, лол.	1
>>>7763620 Это у тебя бомбит? Это у меня бомбит, ещё с мая-месяца. Когда наши быдлосограждане, которые в 2010 резво выбрали Яныка, выбрали Пецю в один тур.	1
>>>7763661 Смешно.  Но это всё в любом случае не очень здорово для вас закончится, потому что как бы гениально ваши генералы ни воевали, а они воюют хуёво – ситуация упирается в степень ебанутости Путина. Не будь он ебанутым, он бы и безо всяких санкций отказался от убыточного бессмысленного вторжения. А так, если ему моча в голову ударит, он действительно 	1
>>>7763763 Олигархи, наверное, не верят, но Пукин погнал от себя олигархов и окружил гебистами. Гебист, даже действительно патриотичный, умный и достойный, как например покойник Шебаршин, уволивший Хуйло из КГБ за ничтожность – это всегда параноик и пидорашка.	1
>>>7763900 Ты про набеги на гiйполк? Или у тебя какие-то 	1
Там в админке 7 блядей сидит. Одна вроде как из моего города (собственно, чечен). Выловить бы этих гнид где-нибудь и отхуярить за всё хорошее.	1
>>>7763924 Иди куклобляди отсоси, говно ньюфажное.	1
>>>7763985 Не 100%, но больно пидорок по поведению похож.  	1
>>>7764030 Не спрашивай меня. Я вообще не знаю, что у ваты вместо мозга. Хвала альмсиви, в моём исконно рюскам горате адекватов больше.	1
Один знакомый шизоид осенью туда перебежал. Правда он ошивается в тамошний понитредах и вроде как не залупинец.	1
>>>7764641 Ну ты упоротый, хорошо что потёрли, ссылку-то сюда нахуя? Ватный модер теперь меня запомнит. На скринах-то видны мои ответы, ты очознаёшь, что они видны только администрации и отправителю?	1
>>>7764745 Тебе не кажется, что специфика доброчана просто не позволяет ему быть ватным? Это ведь анимешники, пидоры, хикканы, альфачи-прожигатели жизни и креаклы. Это должна быть чисто националпредательская борда по своей демографии, да и аргументы ватников там полный пиздец, на параше таких дебилов нет. Я всё же верю в роль администрации.	1
"Вот например. Что этот клоун пытается нам изобразить?  Голосовал. Да. Можно было на разных участках голосовать на один паспорт несколько раз но я только один проголосовал. Видишь ли я тоже использую идиому ""поребрик"". Ее довольно много кто на Донбассе использует. Родина у меня СССР. Украина сколько себя помню воспринималась как нечто временное. Предчувствие меня не обмануло. Это не укропское враньё, а особая украинская виртуальная реальность. Например вначале кричать что Донбасс дотационный, а потом внезапно осознать что он обеспечивал 80% валютной выручки всей страны.    Я не на стороне РФ, а на стороне Новороссии. Мы построим свой лунапарк с шахтами и поребриками."	1
>>>7764909 Тренд задается ольгинцами, а там уже мамкины тралли с пикабу подхватывают, и поехало. Саморегуляции нет, моча на страже треда, гуляй не хочу.	1
Я так понял, на ресурсе создается видимость свободной дискуссии, но если креаклы слишком подминают под себя дискуссию, как они всегда и делают, поскольку Пруфы на их стороне, а у оппонентов только скотское блеяние и повторение одних и тех же мантр – начинаются массовые удаления и баны, после чего тред топится на несколько часов, чтобы у окучиваемой популяции анимедебилов-аутистов обнулилась память и не вырабатывался последовательный связный локальный дискурс. А потом они опять начинают поддувать сами себя своими глупыми вбросами, действуя на конформизм.   Возможно, это моя паранойя, потому что не очень-то рационально окучивать такую маленькую доску. Но с другой стороны попилы кремляди всем известны, а теоретически анонимус вполне мог бы создать новые мемы и проч., которые бы повлияли на всю оппозиционную тусовку в том числе в сторону её большей зубастости. Поэтому дискурс очень методично и даже на мелкобордах дебилизируется вот такими дисруптивными (как это по-русски?) вмешательствами.	1
>>>7765094 Лел, и даже мой невидимый для других пост. Но удалили всё же все, а не только твои.  Вообще я бы всю политическую парашу объявил бы вне закона ещё год назад. В этом плане разочаровал родной доброчан.	1
>>>7765260 Ну ты и дебил. Очевидных вещей не понимаешь?	1
">>>7765347 Ну, когда они появились, там на полном серьезе писали ""топик"", ""автор"" заместо ""оп"", стучать моче по любому поводу не считалось зазорным. Абу неоднократно просили убрать крымотреды на /poрашу или в /wm, но ответом было ""эти события интересны людям"", поэтому крымотреды будут в /b. Ну и в добавок в них нельзя вайпать, иначе придет моча и забанит."	1
">>>7765365 Чувак, тебе на добрач. Тут же моча не прикроет. Вообще удивительно, какие у ваты в интернете и в реальности одинаковые повадки: спрятаться за щит модера/мента и срать на окружающих; словив ответку – призывать к наказанию. Это выражено в блестящей формуле ""Друзьям всё, врагам – закон""."	1
>>>7765411 Если ты куда-то заходишь и тебе кажется, что все вокруг ебанутые, то скорее всего ебанутый это ты. Просто признай. >>>7765411 Там указаны пункты правил, дура.	1
>>>7765426 Скрыл ольгинца/жирдяя. Никаких +15 сегодня!	1
>>>7765347 Пик - вайп на фоне непотопляемой крамопарашы, по версии очкопетуха. >>>7765347 Здоров Сев.	1
>>>7771273 Ты повторяешься. Ещё раз ссу на тебя, толстяк	1
Вся эта сволочь – это очень небольшой слой дерзких маргиналов, решивших подзаработать на патриотической теме. В норме они простые честные бандиты, психопаты, жулики и не собираются умирать ни за какую идеологию. Гилькин там почти единственный человек, не замешанный в откровенном криминале (кроме war crimes, лол) и он тоже не собирается бунтовать против Путина, поскольку все его речи пишет ему Дугин, не представляющий России без Путина никак. Короче говоря, конечно, если бы в России была возможна революция, её бы делали радикалы, но эти подонки из Новороссии – это даже не радикалы, а просто люмпены, который примкнут к кому угодно, способному добыть хоть какую-то поддержку в народе, например к имперцам.	1
пидорашка уже давно на уровне палестинских террористов	1
>>>7766419 Прикольно как пидорашки думают, что их все ненавидят. А на самом деле всех ненавидят они сами.	1
>>>7766419 Проигрыш.  А вообще забавно ЗООНАБЛЮДАТЬ™ над пидорахами, которые факают на америку в американском интернете, запущенном на американском сервере и работающий на американском недопохапе и оракловским мускуле. Пидорахи/10.	1
>>>7767348 Производят немного для внутреннего рынка, все остальное делает Китай. Ты обосрался, пидорахен.	1
>>>7767416 Еще один ебанашка. Все чертежи давно принесены, активно производятся всевозможные девайсы. Все что еще не принесено, легко додумывается самими китайцами. Причем не хуже по качеству.  Откуда вы лезете, ебанашки наивные?	1
>>>7767576 Двачую. Надо думать как можно еще пидорах на далары обьебать.	1
>>>7767484 Святая наивность. Технологии давно завезли, технику и теорию.  Патенты вообще никого не ебут, изменил форму двух болтов и уже не придерешься. >>>7767484 Еще одна ебаная тупица.  Как ты не можешь понять, даун, что китайцам достаточно того опыта, что они получили от тесного сотрудничества со швятой мурикой. Отбрось стереотипы, китайцы теперь могут не только копировать и множить, они давно в состоянии производить самостоятельный продукт отличного качества.	1
>>>7767914 Уймись, ксеноватник, ты уже истеришь. Не надо сравнивать Россию и Китай. Китай гораздо более продвинут в плане технологий.  >>>7767914 Вилен, бро, да ты реально заебал. Я думал русофобия - это лишь способ самовыражения, но у тебя походу с этим серьезные проблемы.  Ты регулярно принимаешь таблетки, Вилен, бро. Я беспокоюсь.	1
>>>7768095 Слился, пидораха.	1
>>>7768825 амерские бомбы плахой? руснявые бомбы хароший?	1
Похуй на пидорашек.	1
>>>7529361 Ты че тупой?	1
"Посмотрел фильм с Серебряковым ""Лефиафан"".  Неужели в России такой жесткач с илитами и тупым быдлом?"	1
>>>7476912 И хули они протестуют? Его же не выгораживает никто, будет сидеть. Чего им еще надо, зачем флаг топчут? Животные, блядь.	1
>>>7476912 Тред не читал. Танками армяшек подавили уже?	1
Я понимаю когда русские бугуртят когда очередного чурку от тюрьмы отмазывают ну а тут то кто отмазывает солдата?	1
Может быть армяне ебали нашего братика все это время? Вот нервы и сдали.	1
>>>7478005  Тут армяне молодцы. А что вообще, без шуток, почему произошло и кто виноват и так далее? Есть какие версии? Он ебнутый, его довели, подставили, подкупили или не его - что как?	1
Лол, Россия это единственное что защищает армянских шлюх от  двойного проникновения азербайджана и турции. Удачи им с их потешной армией против Азербайджана.	1
И можете сразу отсекать всю дедовщину, там халява полная на базах в Армении. Можно коньяк с колой заказывать прямо в часть, лол. Чувак просто ебнутый был.	1
>>>7478492 Он в гражданку переоделся, всё с базы оставил в доме, почему вы все жопой читаете?	1
Я придумал детектор чурок >>>7478562 >>>7478562	1
Лал, пидорашки и с армянами уже посрались.	1
>>>7478630 Он съебался с базы и это спалили еще до того, как все узнали про выпил хачесемьи, вроде. Использовал казенное оружие, назад, естественно, уже точно не собирался возвращаться. В такой ситуации не похуй ли, найдут еще один пруф твоего присутствия на месте происшествия или нет?	1
>>>7478704 От по пидорашкински жи	1
>>>7478492 Так там же азерботы были!	1
